max_runtime,dt,reference_speed,cte_weight,epsi_weight,v_weight,delta_weight,throttle_weight,delta_gap_weight,throttle_gap_weight,crashed,runtime,distance,total_absolute_cte
90,0.05,50.0,1.0,0.29874025701368684,0.679896082954341,7.52908358576108,0.5405125750536132,350.3801380946158,0.712171586262617,false,90.0304,1908.93,11.0682
90,0.05,50.0,1.0,1.0922716858054975,0.2237148461453876,2.454744562067195,0.1745299874754917,72.08690231838737,0.8921044196223752,false,90.0012,1903.08,13.3217
90,0.05,50.0,1.0,0.645064191140198,0.7879180985622397,0.145492468863347,0.14487319428682974,100.19141917525667,0.9178320838320273,false,90.0317,1920,12.6069
90,0.05,50.0,1.0,107.36832546921515,0.2688260462371778,50.069980350863695,0.3881691102926355,284.5334496668003,0.1711789507984018,false,90.0096,1898.79,10.4122
90,0.05,50.0,1.0,1.925541394313444,0.11747361246411193,1.5266060319264791,0.45957572149964426,31.099250087400314,3.394596486202154,false,90.047,1854.5,11.7534
90,0.05,50.0,1.0,0.8623458606566674,0.19514121161116865,9.2432641292733,0.36528239688623765,1364.1930561148156,0.972612496127413,false,90.03,1889.26,10.8691
90,0.05,50.0,1.0,0.3459367662288678,0.23165253899064137,1.0908062059740253,0.47607611012787804,28.650725054959498,0.26955172247596504,false,90.007,1887.64,16.6963
90,0.05,50.0,1.0,4.924346647883266,0.15838756911151647,0.0978438536122489,0.4288276902955231,68.92880822724229,0.8624046990148778,false,90.0069,1877.46,11.7104
90,0.05,50.0,1.0,6.608103249025333,0.09810970547503606,3.8941246628389954,0.21453553979430504,117.70696175638275,0.2981513484778404,false,90.0114,1886.4,10.6518
90,0.05,50.0,1.0,0.3141633727335245,0.21282188861365375,0.5161076628852783,0.6408333160738339,61.96139839950653,0.29820472652249386,false,90.0167,1876.38,13.862
90,0.05,50.0,1.0,2.611716575329841,0.1584166797031089,1.0717361351585677,0.09524316330889887,340.55785280224154,1.7941858880259933,false,90.0499,1902.54,10.6315
90,0.05,50.0,1.0,0.6211732104354878,0.10482291718917769,2.614242838451669,0.2101523130266716,396.8971749769573,0.41271506559492804,false,90.0195,1887.87,11.2409
90,0.05,50.0,1.0,1.0814013154064135,0.02948102021832924,15.939834582253239,1.0733169981557913,90.81279844714268,3.2215117511713007,false,90.0108,1561.06,9.26468
90,0.05,50.0,1.0,1.5540590927628508,0.22683503585687953,37.534792099315716,0.291304577631792,237.79644779788666,0.11961717261060813,false,90.0596,1903.32,11.7433
90,0.05,50.0,1.0,0.7172063159577441,0.23983621581961106,0.6964125603044982,0.3333111508943776,416.04257371194643,0.40548989018491866,false,90.0428,1899.73,10.5702
90,0.05,50.0,1.0,22.238402570909322,0.1893254771512545,0.6075366460411079,0.34720297904311975,23.67815121078417,1.0040021056811779,false,90.0093,1887.2,10.9423
90,0.05,50.0,1.0,0.17507304375313548,0.217852083774096,1.182626982886833,0.1569116711040568,109.524857261419,0.1214874332402505,false,90.0054,1911.86,11.4756
90,0.05,50.0,1.0,12.654680685576892,0.5117898456329208,0.5463253373030427,0.28089793377565914,75.12271206070496,0.1694170152503389,false,90.0404,1916.27,11.2112
90,0.05,50.0,1.0,0.9339407107098116,0.3946892761138383,2.7400886416646153,1.3820888904283741,181.53620794151706,0.9910189292474605,false,90.0589,1871.36,10.6252
90,0.05,50.0,1.0,1.0504112285646758,0.8867945190948421,9.090504667624414,0.23671671249410367,38.98689249945143,0.6697378692171845,false,90.044,1920.57,14.9634
90,0.05,50.0,1.0,0.02948823766170019,0.15445596088556543,1.3626107523644018,0.24459974604400797,74.55867180437033,0.10166674577594843,false,90.0052,1896.71,13.2028
90,0.05,50.0,1.0,1.5791410539820208,0.0750276017647695,1.1543060026967973,0.6680304311720241,28.89781362808269,0.5098940141559808,false,90.0559,1807.6,10.6306
90,0.05,50.0,1.0,10.20690426964025,0.0554945254968721,10.0013994338399,0.5510617458861978,111.87860006075542,0.6955484622331214,false,90.0351,1797.55,9.81128
90,0.05,50.0,1.0,8.172038818963692,0.2994995802907093,72.06783503063615,0.2390025272697561,131.88207854739898,0.22367878235111507,false,90.0083,1909.68,12.0977
90,0.05,50.0,1.0,0.2186100560611019,0.4270789428270291,4.859770819082776,0.3803057242841658,92.92083384819982,0.34696306983169733,false,90.0209,1907.74,11.8167
90,0.05,50.0,1.0,0.9180388293325781,0.34831602507423726,0.13917918029041051,0.3156414323580889,97.72650540238213,0.5170293772144715,false,90.0514,1906.35,11.9064
90,0.05,50.0,1.0,0.3326738559304396,0.726710870334466,0.13046933823073162,0.3912403085848,40.6706522754605,0.0781265027021836,false,90.0121,1915.06,16.9359
90,0.05,50.0,1.0,1.8721500652509806,0.03982712553276602,4.174295727463686,0.22078149386958412,58.43640604822645,0.4020350779514847,false,90.0047,1842.68,11.7626
90,0.05,50.0,1.0,8.703627403930572,0.14481087385847727,0.8342938632156648,0.3013716755600966,148.9318462537764,1.0807895545153905,false,90.0231,1884.16,10.3389
90,0.05,50.0,1.0,1.5196932371918626,0.2901608248988574,2.0890439177353266,0.10238103000257816,71.04413346274693,1.7335388059887853,false,90.0192,1909.05,12.8529
90,0.05,50.0,1.0,0.24874471326653264,0.18260433443210797,5.0205883635075566,0.46285519477757703,199.944952061867,0.28939493217847545,false,90.0067,1883.48,10.6649
90,0.05,50.0,1.0,0.5524890541016325,0.24829941016476256,0.8855069777634036,0.24466153857612932,166.36438972155284,3.076466584860192,false,90.0389,1896.13,10.7706
