max_runtime,dt,reference_speed,cte_weight,epsi_weight,v_weight,delta_weight,a_weight,delta_gap_weight,a_gap_weight,crashed,runtime,distance,total_absolute_cte
90,0.05,50,1,0.063269742,28.93009891,0.477985972,0.004037305,91.80206053,0.143553108,TRUE,5.07292,0.0141589,286.223
90,0.05,50,1,2.493971451,12.62380706,2.01096228,0.039107897,0.020048842,1.400812158,TRUE,5.18213,0.0152049,292.498
90,0.05,50,1,0.072513048,1.827484864,0.002456899,2.016854896,0.065324077,0.000772009,TRUE,5.08209,0.0136223,286.645
90,0.05,50,1,0.049269749,0.025441067,7.569806875,1062.918804,0.57236312,0.125966657,TRUE,5.02588,0.0170552,283.226
90,0.05,50,1,1.585709406,0.120391374,14.36064903,190.1519281,0.107177738,0.014068047,TRUE,5.00653,0.0188541,281.071
90,0.05,50,1,40.54582099,0.002602913,0.111152107,0.706799654,0.018369773,1.00237453,TRUE,5.16688,0.0105553,284.274
90,0.05,50,1,1.119205275,0.33351385,0.298631072,0.313128873,0.623976274,1.141703504,TRUE,5.21872,0.0156821,286.22
90,0.05,50,1,335.6069685,3.854802536,0.00594263,103.9060999,0.963543221,1.068616468,TRUE,5.11756,0.0131434,279.089
90,0.05,50,1,20.52715001,7.023720851,0.032059183,0.629959357,48.01587407,3.653695923,TRUE,5.13223,0.0135751,279.789
90,0.05,50,1,0.165562887,15.53929018,0.016600169,0.159680959,0.447367101,0.269630868,TRUE,5.20069,0.0124512,283.644
90,0.05,50,1,0.28459925,56.00225738,0.623292144,0.020297864,0.47727194,1.325270077,TRUE,5.08364,0.012351,277.251
90,0.05,50,1,0.345881211,2119.706014,0.25710538,689.2411591,32.5819399,0.704292435,TRUE,5.01858,0.013301,273.859
90,0.05,50,1,0.047724101,0.149587189,0.105981918,0.019483886,1145.422256,132.0675919,TRUE,5.02554,0.00955303,274.183
90,0.05,50,1,0.110948237,3.880527298,9.654678123,0.37903137,0.75660611,0.600249759,TRUE,5.09898,0.015982,277.257
90,0.05,50,1,0.053645421,0.072220565,6.871298374,4284.880545,0.020106054,0.042385419,TRUE,5.04059,0.0201049,273.748
90,0.05,50,1,1.137770493,41.65667959,0.287338312,0.197254623,0.497676766,0.00488944,TRUE,5.06993,0.0151138,274.761
90,0.05,50,1,160.4624805,129.9111529,1.985312279,53.24939141,13.49711991,0.383904397,TRUE,5.09892,0.012137,276.429
90,0.05,50,1,0.060810947,15.84336608,0.011121405,2.230659154,457.2972779,13.70018946,TRUE,5.18162,0.0128353,280.852
90,0.05,50,1,0.164245242,0.004570534,2.471703072,0.0205938,0.12578766,0.021245184,TRUE,5.02156,0.0122868,271.219
90,0.05,50,1,4.486522955,0.023686994,0.001324053,0.580238258,0.38083424,7.174334738,TRUE,5.05976,0.00861857,265.124
90,0.05,50,1,0.751951693,0.014830629,0.277812795,0.003063663,6.195195196,72.62818384,TRUE,5.00631,0.0115338,261.798
90,0.05,50,1,811.0250429,13.25994737,0.496767977,0.223225907,7.447501913,0.538410716,TRUE,5.0294,0.01618,261.045
90,0.05,50,1,286.9524563,10.33047641,0.082685116,83.95501009,7.954270569,0.040221695,TRUE,5.03121,0.0118358,261.145
90,0.05,50,1,0.752203855,3.8230517,124.4713811,5571.12471,0.616565189,1.676428585,TRUE,5.01445,0.0181073,260.019
90,0.05,50,1,0.003300084,2.806231081,11.82700912,0.068271824,4.309564959,0.025256963,TRUE,5.0512,0.0143781,260.783
90,0.05,50,1,0.025840522,113.916128,0.178767562,0.272315335,0.641626779,22.26522669,TRUE,5.14577,0.0158868,254.047
90,0.05,50,1,1.355265366,0.422413519,0.285818402,1.155113859,2.015175578,1.516249129,TRUE,5.11997,0.0122663,252.233
90,0.05,50,1,1.566126707,1.375178679,1.305942346,0.066491709,3.029492559,0.151870078,TRUE,5.02449,0.0152274,244.892
90,0.05,50,1,0.960608423,21.95115571,0.088595261,1.749050239,1.595515379,2.608717381,TRUE,5.0012,0.0199154,229.303
90,0.05,50,1,1.828263312,4.869051175,0.535326177,0.305041875,29.69749962,0.629297321,TRUE,5.06748,0.0136057,232.195
90,0.05,50,1,1.631816088,1.006630789,0.978937591,0.124288164,5.281125734,0.920583606,TRUE,5.06852,0.0191486,230.282
90,0.05,50,1,8.944621236,0.135532869,0.68230804,7.047689023,1.38473902,3.610777433,TRUE,5.12063,0.0291759,216.598
90,0.05,50,1,2.566320416,0.670656184,0.293411533,3.540259514,3.521554088,0.273192557,TRUE,5.06114,0.0329827,182.998
90,0.05,50,1,1.64406949,3.927676407,0.191669521,0.088368362,19.43298311,0.992551618,TRUE,5.01946,0.0289853,159.728
90,0.05,50,1,0.595438056,0.868877421,5.71310152,0.51339777,16.17163999,1.134453157,TRUE,5.06805,0.0188234,157.815
90,0.05,50,1,3.934772929,0.663553914,2.249078756,0.923923678,1.599147912,0.205886081,TRUE,5.0447,0.0248148,142.263
90,0.05,50,1,5.92111384,1.113588619,4.492116512,2.809684376,1.663519428,0.267988631,TRUE,5.12816,0.022114,129.801
90,0.05,50,1,1.599147589,0.280127256,0.188828922,0.418923865,0.258204437,0.340011613,TRUE,5.07491,0.0183026,126.946
90,0.05,50,1,5.551383265,0.261925885,3.505732788,1.619760199,4.879747117,0.771817053,TRUE,5.12511,0.0101768,127.951
90,0.05,50,1,0.177839714,1.628025296,0.220015505,0.029923825,0.751156799,0.394392076,TRUE,5.1278,0.01909,127.744
90,0.05,50,1,0.891100767,0.826492607,1.630547655,5.901859897,1.605306867,0.759057319,TRUE,5.00766,0.011736,124.756
90,0.05,50,1,0.639899225,1.431737494,7.488015446,2.294796148,1.56214327,0.053526508,TRUE,5.10124,0.010465,127.022
90,0.05,50,1,7.306224683,0.900776068,9.90403931,0.0278048,16.73295265,0.445944601,TRUE,5.13174,0.00913756,127.614
90,0.05,50,1,7.645650374,4.853857968,2.036753375,1.489007102,1.323937088,0.450546852,TRUE,5.20998,0.0104542,129.777
90,0.05,50,1,1.54605903,0.24236569,0.514492999,21.5818022,5.980085563,0.177483218,TRUE,5.06699,0.00929032,126.081
90,0.05,50,1,1.132776011,0.175331353,0.77026725,0.692716852,2.620879767,0.017228813,TRUE,5.0159,0.00984875,124.767
90,0.05,50,1,0.773626244,0.604045184,0.30204149,0.139730371,0.566831549,0.114321273,TRUE,5.1341,0.00943489,127.73
90,0.05,50,1,2.517068268,0.377801979,1.058400904,2.734881207,9.025279613,1.027347771,TRUE,5.1078,0.00841479,127.237
90,0.05,50,1,0.469701493,0.995031155,16.88772883,1.095066018,0.26713494,0.713383758,TRUE,5.11265,0.0108956,127.182
90,0.05,50,1,0.535008768,1.993834812,2.130110976,0.565376388,2.198450405,0.068359629,TRUE,5.11914,0.0105416,127.33
90,0.05,50,1,1.259584945,0.410933171,0.273928497,7.776411338,0.449739811,0.194785833,TRUE,5.13586,0.00853249,127.853
90,0.05,50,1,0.855150686,1.107987448,0.675719979,0.061966831,2.592159362,2.221888212,TRUE,5.13346,0.015538,127.792
90,0.05,50,1,0.579110016,0.040973372,0.993063238,0.071555866,1.388595997,0.187098653,TRUE,5.07246,0.00964151,126.389
90,0.05,50,1,7.384774467,0.197235322,14.87007648,1.023352749,1.345168085,0.349494623,TRUE,5.10523,0.00923196,127.212
90,0.05,50,1,1.882666114,1.937156036,2.534037308,0.439463773,2.8546358,0.383147116,TRUE,5.08037,0.0125224,126.497
90,0.05,50,1,0.459868697,7.048967361,4.868049749,0.3825777,0.421783502,0.568235813,TRUE,5.05316,0.00830181,125.901
90,0.05,50,1,0.530454424,10.47606228,0.166817245,0.639126229,4.581947222,0.235316373,TRUE,5.02664,0.0125889,125.158
90,0.05,50,1,0.828148794,2.13734076,1.014048207,1.179738516,1.229620126,0.322330615,TRUE,5.0486,0.0122132,125.824
90,0.05,50,1,0.669924732,2.462672354,77.01604302,0.973905072,0.634926351,0.278524132,TRUE,5.04173,0.0101203,125.569
90,0.05,50,1,0.143725942,15.44172868,0.191255705,2.172233362,7.930267638,0.293070434,TRUE,5.1086,0.0186795,127.26
90,0.05,50,1,2.184374448,0.105139638,0.196422219,0.060261402,5.569014444,0.273625181,TRUE,5.12963,0.00864582,127.503
90,0.05,50,1,5.226434645,2.340232994,2.500438105,2.814359825,5.605917609,0.347178246,TRUE,5.04147,0.0144806,125.519
90,0.05,50,1,1.196128671,2.084042283,48.80917678,10.18785441,0.549127177,0.079333289,TRUE,5.0303,0.00995,125.313
90,0.05,50,1,0.572436641,0.573304757,2.893181822,1.572157677,49.27172762,0.178944606,TRUE,5.10385,0.00988575,127.163
90,0.05,50,1,3.90134057,0.453178523,3.734166124,0.037350974,0.612405174,0.373792397,TRUE,5.10166,0.00903145,127.078
90,0.05,50,1,1.310801445,7.014056179,1.061827166,0.093656489,1.732817808,0.57606952,TRUE,5.02953,0.0133901,125.3
90,0.05,50,1,0.762224948,0.04374816,18.03122096,0.023848538,4.811913742,1.132283067,TRUE,5.11889,0.0102599,127.502
90,0.05,50,1,2.1430331,0.147903066,34.17631129,4.201499687,3.055782775,0.230948544,TRUE,5.11579,0.0086881,127.451
90,0.05,50,1,0.595727266,0.026086022,4.692391774,0.749837898,1.645126133,1.295180481,TRUE,5.04067,0.00871503,125.551
90,0.05,50,1,2.480159211,0.030049524,2.628202479,0.243899306,2.428262771,5.210862785,TRUE,5.12058,0.00946571,127.545
90,0.05,50,1,0.282125082,0.24671802,2.98128464,0.770927614,3.492742104,0.616448489,TRUE,5.01751,0.00849731,125.067
90,0.05,50,1,1.145322895,2.674543508,48.48306368,2.000295589,21.80201729,0.372736188,TRUE,5.07646,0.0126617,126.496
90,0.05,50,1,1.173728065,0.499514059,0.999153101,0.032200456,21.70722648,0.723428472,TRUE,5.11565,0.00854631,127.524
90,0.05,50,1,0.195178623,2.053048794,0.182971582,0.33431055,0.452757947,0.035650317,TRUE,5.0932,0.0177785,126.429
90,0.05,50,1,4.398388729,1.169984253,0.007507988,0.016184153,0.773073645,0.043482265,TRUE,5.08935,0.0137003,126.268
90,0.05,50,1,0.917031289,0.061646412,5.551084746,5.84086842,2.541452909,1.129374349,TRUE,5.09005,0.0107146,126.412
90,0.05,50,1,0.55506665,1.213510451,0.020955817,0.496645618,1.357614694,2.594882911,TRUE,5.05543,0.037714,122.698
90,0.05,50,1,0.526527197,1.87349887,0.162332779,0.553337104,3.018053478,0.053455339,TRUE,5.01484,0.015231,120.498
90,0.05,50,1,1.381292951,40.67194566,4.33745142,0.122393355,0.47878238,0.361438687,TRUE,5.13999,0.0102907,123.407
90,0.05,50,1,1.959172352,0.026584559,0.134522068,7.140034176,0.943050519,1.096995453,TRUE,5.13683,0.0101178,123.303
90,0.05,50,1,2.209327146,0.150038146,11.03775182,1.39052965,1.640413626,0.374915502,TRUE,5.06019,0.0091868,121.527
90,0.05,50,1,0.88438378,219.242762,0.11174498,0.283246137,12.81126124,3.980397077,TRUE,5.16901,0.0272858,122.714
90,0.05,50,1,2.513246727,0.088884862,7.562054969,0.03432971,0.954159917,0.76168507,TRUE,5.0528,0.00945182,119.677
90,0.05,50,1,6.435738114,5.436883649,1.715577274,0.581916525,1.242419235,1.372269108,TRUE,5.0017,0.00975166,118.476
90,0.05,50,1,1.366505853,4.373198175,0.621645945,0.687153725,1.960212276,0.673326962,TRUE,5.10888,0.0126732,120.964
90,0.05,50,1,0.921460069,0.362350601,20.98972326,0.368338077,14.81876818,2.375150168,TRUE,5.03815,0.0106149,119.315
90,0.05,50,1,0.566485615,0.670667209,2.442233564,0.279404232,9.947862064,0.45206166,TRUE,5.10266,0.0137352,120.867
90,0.05,50,1,2.188564396,7.410215121,0.774953168,0.212991543,0.374329163,0.291648575,TRUE,5.14994,0.0113897,122.019
90,0.05,50,1,1.758259671,0.376236083,8.625617943,55.41496082,2.39653779,0.752607348,TRUE,5.04413,0.0104529,119.493
90,0.05,50,1,1.54583093,0.313425179,18.53019068,15.97109918,4.293331121,2.590168009,TRUE,5.00392,0.00976142,118.53
90,0.05,50,1,0.595491713,0.374647227,0.202984467,0.192906184,5.428853917,0.183344647,TRUE,5.04943,0.0088709,119.59
90,0.05,50,1,0.255075759,0.215760519,0.146568639,83.4807068,8.646232109,4.541268939,TRUE,5.04651,0.0105772,119.492
90,0.05,50,1,4.332689177,0.017281524,0.112911998,1.399494982,3.730080107,0.780684864,TRUE,5.03891,0.00854613,119.333
90,0.05,50,1,1.023629517,0.08925595,0.390737054,3.290665455,1.634226351,0.082436267,TRUE,5.0595,0.00923948,119.26
90,0.05,50,1,5.859781689,0.389159626,2.312212313,0.02645685,1.823752423,0.886924585,TRUE,5.09415,0.0103174,120.033
90,0.05,50,1,1.063773295,1.431056888,0.022900522,1.03593564,4.879476591,0.375842485,TRUE,5.01896,0.0233822,116.907
90,0.05,50,1,1.138600657,4.039353921,0.619216069,42.20931135,6.768235649,0.851887644,TRUE,5.15217,0.0129739,119.842
90,0.05,50,1,1.722608167,0.294991702,0.355791825,4.670188483,4.427181994,1.043580274,TRUE,5.1013,0.0092497,118.647
90,0.05,50,1,3.906183871,0.769647435,2.797699285,43.26150357,5.465507724,1.216922916,TRUE,5.04435,0.0101601,117.266
90,0.05,50,1,0.847696981,0.030722701,9.5954887,8.838506037,1.056800797,0.322817941,TRUE,5.10949,0.00980375,118.816
90,0.05,50,1,0.812575872,0.646528839,1.75260704,0.168266717,0.162530644,4.458517304,TRUE,5.06943,0.0116774,117.813
90,0.05,50,1,1.473531971,0.11344223,1.116322409,0.438471563,3.345148111,0.189632572,TRUE,5.01478,0.0087984,116.504
90,0.05,50,1,0.782956701,0.906119826,0.031691434,8.554699442,6.928913632,2.354664636,TRUE,5.01108,0.0216981,115.667
90,0.05,50,1,0.614687278,2.00954212,0.850557681,0.797225004,4.733198507,0.136261624,TRUE,5.01503,0.0140393,115.534
90,0.05,50,1,1.646168737,1.704555853,0.017241655,0.012973681,0.241466148,0.347540055,TRUE,5.09878,0.0153744,117.423
90,0.05,50,1,14.1992426,0.572699259,0.055553103,0.044418434,0.339051011,0.519421401,TRUE,5.09625,0.0151021,117.372
90,0.05,50,1,1.371968427,0.021022116,0.747637179,0.143043986,0.975011783,0.112587922,TRUE,5.13113,0.0116739,118.257
90,0.05,50,1,2.058792841,35.53896888,10.0436223,2.176005328,0.334796231,0.702046167,TRUE,5.0367,0.0129063,116.078
90,0.05,50,1,2.372918598,4.408368968,0.221070168,0.410896104,2.647988209,0.485875119,TRUE,5.13834,0.0156191,118.463
90,0.05,50,1,1.336824109,1.322850808,0.060800677,3.131222258,1.813334601,0.095330235,TRUE,5.07318,0.0138339,116.923
90,0.05,50,1,2.624619973,1.520870954,10.85062935,0.346937615,4.007544178,0.47106198,TRUE,5.09601,0.00939304,117.376
90,0.05,50,1,1.910189059,5.392620222,0.0570607,0.092500235,0.992715141,1.167446478,TRUE,5.17509,0.0154158,119.334
90,0.05,50,1,0.480823873,12.10469537,1.029066514,1.121406705,3.799975787,1.139601837,TRUE,5.13199,0.010153,118.216
90,0.05,50,1,0.697545586,1.190033273,0.271265227,0.460997978,5.211323501,0.473863013,TRUE,5.15524,0.016188,118.882
90,0.05,50,1,0.371616353,1.089477415,0.186870373,0.492787973,0.637957212,0.102105117,TRUE,5.00376,0.0143754,115.304
90,0.05,50,1,3.120989314,1.24032215,0.04153112,0.238518687,1.625831993,5.889577246,TRUE,5.14059,0.0170096,118.497
90,0.05,50,1,6.009864326,0.333567023,0.172289875,0.527418873,10.10602687,0.455971636,TRUE,5.0745,0.0121461,116.924
90,0.05,50,1,3.679073308,0.072628785,0.367912139,0.618706186,1.214824431,1.00121585,TRUE,5.17237,0.0104229,118.382
90,0.05,50,1,0.870323898,4.79937041,21.94934836,0.028582462,7.750471185,0.757756799,TRUE,5.11915,0.0125438,117.253
90,0.05,50,1,1.817168264,33.03522663,0.143828475,0.553414504,2.31223194,0.256549397,TRUE,5.02311,0.0156238,114.96
90,0.05,50,1,2.90709743,0.194668507,2.264764815,0.013294699,1.833837595,0.087633513,TRUE,5.11349,0.00998245,117.087
90,0.05,50,1,0.643855133,0.028451587,11.0181602,1.805764558,28.16471183,1.264059641,TRUE,5.01141,0.00957979,114.775
90,0.05,50,1,0.388675407,0.590972815,0.192979609,2.201446737,0.228652087,0.170074477,TRUE,5.13938,0.0113465,117.704
90,0.05,50,1,0.975876519,0.049805373,22.628018,6.969238029,0.356963185,1.30060673,TRUE,5.13691,0.0101522,117.733
90,0.05,50,1,0.659626341,28.13224011,32.6132446,0.361941594,3.305071543,0.792411489,TRUE,5.1207,0.0114302,117.221
90,0.05,50,1,0.710903005,4.352145831,0.985183003,1.250526524,0.158948312,0.547103375,TRUE,5.07676,0.0128773,116.264
90,0.05,50,1,2.11446412,2.020121647,0.703810334,0.173675183,4.002836712,1.60914302,TRUE,5.1133,0.0114071,117.13
90,0.05,50,1,2.534406225,0.073110617,1.448525997,4.88408001,3.010784135,0.930078755,TRUE,5.07608,0.0091338,116.272
90,0.05,50,1,1.141199842,0.922157488,14.27518477,0.254552926,3.226692228,1.737374121,TRUE,5.03885,0.0124543,115.404
90,0.05,50,1,1.471462918,9.352232648,0.165906848,0.086933456,1.014394411,0.450283235,TRUE,5.08762,0.0167888,116.585
90,0.05,50,1,0.965804493,0.771725017,0.727910765,0.091132386,8.325567612,4.819979752,TRUE,5.1703,0.0127605,118.38
90,0.05,50,1,0.533366442,0.67502477,4.362376876,0.094565947,9.4588269,2.480780747,TRUE,5.0225,0.00980473,115.094
90,0.05,50,1,1.048066228,4.062991934,1.162507788,1.231991045,1.149952915,4.825938301,TRUE,5.0245,0.00934965,115.118
90,0.05,50,1,2.808657803,7.747002039,9.956472553,6.09057166,19.4356487,0.744192686,TRUE,5.05537,0.0107514,115.862
90,0.05,50,1,1.772978124,0.799646797,37.20952872,0.810651716,55.37046781,0.424755781,TRUE,5.11528,0.00995618,117.125
90,0.05,50,1,3.314213156,1.033971284,1.302468559,12.44835665,5.583550111,1.870757932,TRUE,5.06299,0.0136512,115.934
90,0.05,50,1,0.690359123,0.887472191,0.350151788,1.301303621,3.883588593,0.828387694,TRUE,5.04069,0.0132829,115.519
