max_runtime,dt,reference_speed,cte_weight,epsi_weight,v_weight,delta_weight,throttle_weight,delta_gap_weight,throttle_gap_weight,crashed,runtime,distance,total_absolute_cte
90,0.05,50.0,1.0,0.03373915010232723,0.371722945943346,0.8060509447886097,0.21602005829001236,367.9266755299766,0.07843959094719306,false,90.0752,1905.43,35.1544
90,0.05,50.0,1.0,0.36825215246539417,0.687138191647507,0.2897301586667345,0.6225073911953837,91.48737238703626,0.07567025212259192,true,8.08717,118.652,5.23302
90,0.05,50.0,1.0,7.489969115401692,0.2810018264930603,3.313164503610286,0.3771951508430018,78.82190434680011,0.6991515512461544,true,9.72511,153.811,3.81325
90,0.05,50.0,1.0,9.184881507226446,0.5430420202240744,18.09200752814489,0.2715289489058765,58.1406830214672,0.4916664961765556,true,11.8979,203.387,4.53352
90,0.05,50.0,1.0,0.5012200005504955,0.27135476918941753,0.962564975911498,0.22729663825769436,376.0401094420957,0.20031577804790346,false,90.0396,1897.29,36.879
90,0.05,50.0,1.0,1.2674351927536212,0.26088218472720304,0.5948306715053429,0.967409308446405,13.489593484672623,0.4417973635801047,true,5.82685,67.7015,4.32573
90,0.05,50.0,1.0,4.112096906562878,0.1104874602610851,0.35520922615264394,0.4741376647641077,79.51524984771594,0.732142906364471,true,14.1752,242.667,12.4761
90,0.05,50.0,1.0,4.383879667198799,0.4975907574592784,1.4738049524658348,0.8623185044674931,76.97233721063031,0.09167837443601426,true,10.331,166.97,5.22322
90,0.05,50.0,1.0,6.03871497451535,0.23666977457252927,0.7156696468260149,0.44977845942396044,214.23364115447876,0.24321998606082162,true,44.5576,900.709,22.2779
90,0.05,50.0,1.0,0.19660182220313116,0.06079912326902992,4.036101491413367,0.40154659943872295,6.91025583844155,0.2474650402525739,true,8.55236,123.378,7.066
90,0.05,50.0,1.0,0.0613648232421765,0.25049905488721597,1.0574461395641637,0.7178978720438953,236.40090950130391,2.910348937007313,true,46.9939,939.111,34.0318
90,0.05,50.0,1.0,0.5901208016521613,0.2770873309202023,9.266532330712527,0.13100578443945143,297.66686826598163,0.5954014037288816,false,90.0234,1900.37,36.9465
90,0.05,50.0,1.0,0.5573597572068564,0.3950538805897521,0.04775546649503633,0.5596608520594275,134.63052157916633,0.49708161653549304,true,8.34202,124.026,3.6433
90,0.05,50.0,1.0,20.345778071262217,0.1417916464713257,1.4847694475896536,0.19255324728533352,212.32013738648877,0.18120861143835376,true,20.9562,394.544,15.9935
90,0.05,50.0,1.0,0.1146508605771009,0.2544020400007452,0.08448045924138822,1.1326578829916452,530.525999399453,0.5747811242671678,false,90.1324,1848.68,21.5032
90,0.05,50.0,1.0,2.384625333976551,0.39121957462432044,0.028860631610843793,0.5669263289655746,272.7321839357749,0.09622414727807384,true,34.5956,690.497,17.2977
90,0.05,50.0,1.0,13.279643589263282,0.15425949430887276,0.4972936333973652,0.3322706024714412,4.490323986862624,0.5351428220132508,true,6.10034,73.0211,2.61016
90,0.05,50.0,1.0,0.3624548676983997,0.2923892634292107,2.697058329299495,0.38454693857525163,140.59204766058886,0.6511758449743804,true,13.1779,228.394,7.33347
90,0.05,50.0,1.0,13.595716620995875,0.39064303544275353,4.945392279626946,0.462553548923316,94.86987346197449,2.902429372640578,true,8.57168,130.206,3.32037
90,0.05,50.0,1.0,7.7822886572372845,0.7514059011567948,8.652477486431405,0.3080867117727564,71.42239957434705,0.5006165532587874,true,13.4585,236.934,4.59752
90,0.05,50.0,1.0,0.05230876927925729,0.03952038892919805,1.3018414936995095,0.489854312837951,510.9147095619182,3.18646270476639,false,90.044,1743.16,14.0041
90,0.05,50.0,1.0,6.373959712190422,0.2290185599309239,14.099334977466532,0.23035234575785513,20.427160722124004,0.23242585426778947,true,10.9253,179.621,10.3039
90,0.05,50.0,1.0,0.19616964388264815,0.11121496548645786,1.2157532590898532,0.38540371401756196,217.4355683736048,0.25343180756395106,true,50.5328,1013.38,33.4946
90,0.05,50.0,1.0,0.6418760413659083,0.3668428846100964,0.7729131649634688,0.12517883625791265,63.27623485791883,2.143422328780984,true,7.08631,96.8804,4.9129
90,0.05,50.0,1.0,3.680701645748337,0.14295346164498732,1.9553251155053246,1.6190171611871804,595.4054226985457,0.09094346324501658,false,90.0583,1774.76,14.987
90,0.05,50.0,1.0,11.514024762135616,0.4105637146345559,2.656644405803882,0.10287337636536906,252.0904109928024,0.07067312374846073,true,85.1561,1796.14,57.1246
90,0.05,50.0,1.0,59.89205040425853,0.6351573456348072,2.292601402905535,1.7770428412204162,55.21533701542555,0.6362435466588698,true,6.43824,81.8161,4.61189
90,0.05,50.0,1.0,2.0659009441165916,0.18534678397991408,1.5180547456816862,0.5212630085363155,211.82460333363682,0.09685691573187569,true,36.7338,729.528,13.5915
90,0.05,50.0,1.0,0.03895857713289113,0.46741315672286543,3.480987104862323,0.37460423567482787,109.46333269966587,0.4346320499222171,true,12.1158,206.786,8.30637
90,0.05,50.0,1.0,0.09344045172101925,0.16779430738160817,1.0388716211016946,0.86827380823725,43.3697438603541,0.8256606663279747,true,8.04154,115.318,3.85493
90,0.05,50.0,1.0,12.547855808893742,0.22916260212898815,0.058359863292172694,0.5022855416272446,54.79304988374668,0.5462872206702709,true,9.50416,149.098,4.92765
90,0.05,50.0,1.0,0.4701045358689584,0.3346774362825952,0.07179676149946863,0.3774972504316829,251.13445117043076,0.2096602059932816,true,88.7327,1863.7,25.9775
90,0.05,50.0,1.0,0.05746631849850921,0.3518072647550508,3.556589973769009,0.29447954239782365,141.2406295665214,0.38213133881198497,true,14.6391,260.978,11.173
90,0.05,50.0,1.0,8.115870645061774,0.23725839740866436,2.2000099561742537,0.7240617772303624,65.94446051291136,1.4645659462273106,true,11.1994,183.268,7.07006
90,0.05,50.0,1.0,0.1604954174880888,0.19969676240247006,0.21379361313521672,0.3744689121557641,7.772478493687458,0.6681214085732826,true,5.13239,51.5053,3.72182
90,0.05,50.0,1.0,0.8644355578867212,0.14137885496410446,2.3711604857104054,0.9755380756012559,125.55451308674101,0.05177564034266579,true,23.1966,425.133,16.0669
90,0.05,50.0,1.0,0.09207899836456722,0.29633204783422645,6.220493934733951,0.3442794258663406,167.4204108021023,0.2854486299547171,true,32.226,640.84,14.585
90,0.05,50.0,1.0,3.1885092796085637,0.07409064013268081,4.355525392675894,0.4755427144356113,65.21030231105311,0.40522490858659177,true,10.1396,158.214,4.91234
90,0.05,50.0,1.0,2.837214868717534,0.22979054894188225,1.5921675402881321,1.034293114682189,122.72291529987221,0.3381184012347441,true,9.17314,139.542,4.72311
90,0.05,50.0,1.0,0.8022582683586821,0.08203958819898619,0.8093549544817207,0.35572385165427095,51.2083301034771,3.2146004440208746,true,8.17133,117.919,3.21992
90,0.05,50.0,1.0,2.7440290430341396,0.3110448098114953,3.375609064419388,0.22445302143675822,356.1568463881153,0.4212860689227555,false,90.0566,1897.69,42.5525
90,0.05,50.0,1.0,0.47815600606885333,0.1730265641801588,6.554092910255845,1.3083847158126876,145.59453518365672,0.3617153002128607,true,30.8874,584.86,15.6451
90,0.05,50.0,1.0,12.497550162596292,0.23703114007762588,0.2832943181430605,0.7464872437887948,207.42538374573124,1.5197478804117288,true,23.0924,428.427,17.6444
90,0.05,50.0,1.0,1.0763395840609788,0.16457025065520103,1.6310800044416138,0.36628668860384456,104.20278253371694,0.06318937191143469,true,16.9751,308.077,9.76707
90,0.05,50.0,1.0,3.9683386114073085,0.10652902759811247,3.6746719209720555,0.5393083045050782,187.0259244150687,0.517801919051111,true,37.3987,726.979,23.0098
90,0.05,50.0,1.0,17.718217513969403,0.5431963839325307,4.437589287935413,0.4966222065116463,24.14074818997529,2.113366069131519,true,7.98559,115.863,11.4114
90,0.05,50.0,1.0,1.4390681329504724,0.20550769641704006,4.659576365376456,0.5235407541656832,438.2794077311288,0.22392869648154617,false,90.0686,1872.62,21.6249
90,0.05,50.0,1.0,0.4662247145713794,0.04266165453095315,0.24136316815567999,0.22114384699986503,58.35854732770136,0.11487508012946528,true,10.679,171.094,15.8097
90,0.05,50.0,1.0,0.4361951611645939,0.14198447023782376,2.6917514015602437,0.5163646728135013,257.980999749313,0.0896556100938591,true,65.6485,1336.74,25.4238
90,0.05,50.0,1.0,0.36362404465321485,0.11072072579127906,0.03526215887033251,0.2752532434609717,99.60088429486602,0.07783469857535079,true,11.9113,199.138,8.22945
90,0.05,50.0,1.0,0.23283552724699416,0.23051356353447677,2.238523326505069,0.09732433714436835,188.70421891930326,0.3265538706184289,true,14.3723,256.354,7.53076
90,0.05,50.0,1.0,0.1555875230481607,0.2871696927921034,0.13635642239535659,0.45060155293896104,27.989065845447524,0.4047173401133156,true,8.50556,126.905,2.87948
90,0.05,50.0,1.0,0.8256447709808077,0.12167608263757766,0.27735248783943867,0.6294767898503955,107.92810628516588,0.046689845214224146,true,12.422,207.824,5.47992
90,0.05,50.0,1.0,1.352100690612348,0.3928842249423881,0.14016404302215418,0.30885913680405536,43.76007284728519,0.3370156620003512,true,8.33762,122.835,7.65779
90,0.05,50.0,1.0,4.85368065469491,0.13201269858784354,0.4718963412463378,0.2372103863194086,53.464091202958755,0.905750653778801,true,10.9233,178.518,19.2637
90,0.05,50.0,1.0,4.846996844168154,0.11331024084204022,0.47034522602118733,0.44785733661719057,224.0343124385883,0.1422761391095125,true,35.1206,688.805,12.4832
90,0.05,50.0,1.0,0.2020027404901526,0.2610223701512936,4.635935234739938,0.5674246798044444,442.983330046359,0.44881954915250005,false,90.122,1877.35,26.8054
90,0.05,50.0,1.0,40.11055636066371,0.26061811402750223,5.627315845773857,0.5134468630350226,120.75013726776622,1.5562396727622057,true,9.25412,142.723,5.66706
90,0.05,50.0,1.0,1.7126884929467898,0.29266613723193596,3.67205317379406,0.435583008047337,40.65397749402744,1.3136744463831944,true,8.39414,124.137,3.39495
90,0.05,50.0,1.0,0.3155308921290864,0.09619286484202261,1.1178362863322513,0.9411038853908192,585.3549954988629,2.203320288125046,false,90.0053,1780.19,16.2841
90,0.05,50.0,1.0,0.35507182519400415,0.49240344290704363,0.8594710661188814,0.227410820968763,97.44275539750308,0.21823948035741497,true,8.84438,135.7,4.60957
90,0.05,50.0,1.0,0.8587890913257096,0.17561324728568034,0.3632013633352119,0.5591085534285347,29.141959199472236,0.4784877811843193,true,8.29081,120.361,5.69133
90,0.05,50.0,1.0,1.8439708398923225,0.2924575592685552,0.6956541430672232,0.7215108399180133,407.2694724925914,0.23547558411773134,false,90.0243,1873.96,18.845
90,0.05,50.0,1.0,0.1546281691081964,0.028698967502798746,5.57107761005138,0.5009845489312564,290.1669143491699,0.12292548081296745,false,90.1578,1715.32,12.814
90,0.05,50.0,1.0,0.8372662013806574,0.1860216790092632,0.13276783046557392,0.3172531545493398,16.13539748839871,0.3403494887291927,true,7.12488,97.3331,3.36446
90,0.05,50.0,1.0,1.9333699973360274,0.8202727290927212,0.2538213394750384,0.703476304111752,155.94780063554572,0.18156088017871314,true,11.1278,184.551,4.0788
90,0.05,50.0,1.0,0.09442807663178686,0.19660377087276756,36.394246717763,0.5027177333622728,165.89825345004985,0.4256697186667831,false,90.1184,1872.05,24.4932
90,0.05,50.0,1.0,0.08043214997469779,0.2881136642543074,4.648369088961411,0.4703253941117857,433.126261027732,4.484267254531828,false,90.09,1874.99,22.9487
90,0.05,50.0,1.0,12.904959700925188,0.21936520754229683,1.1910155092098895,0.38298443810397237,69.33477160953677,0.5522463704303745,true,8.30614,123.012,3.08388
90,0.05,50.0,1.0,1.0574775737858169,0.2609751081942826,50.73254924475346,0.38353650908163534,124.78069325974604,0.05169901531171965,false,90.0795,1890.18,21.9172
90,0.05,50.0,1.0,137.1908017413584,0.265851982203454,0.21109181216985598,0.39414023772928186,61.99572002657044,0.14538280423644484,true,5.77434,69.0348,3.50886
90,0.05,50.0,1.0,9.421113334889679,0.26164915659803184,0.030697082546737694,0.35184875509972263,270.4171885358133,0.6081955201771408,true,38.281,769.161,13.0191
